"ReportLast90_21 (2021-01-07 - 2021-04-06)"
Date	CampaignName	AvgClickPosition	Impressions	Clicks	Ctr	Cost	AvgCpc	AvgPageviews	Placement
2021-01-21	Test API Sandbox campaign 1	1.13	1184	78	6.59	70680000	910000	3.39	market-main
2021-01-21	Test API Sandbox campaign 1	1.22	276	52	18.84	52880000	1020000	2.00	market-main
2021-01-21	Test API Sandbox campaign 1	1.16	1289	113	8.77	74490000	660000	2.49	market.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.10	71	14	19.72	11690000	840000	4.25	med-lib.ru
2021-01-21	Test API Sandbox campaign 1	1.17	305	79	25.90	37370000	470000	1.57	med-lib.ru
2021-01-21	Test API Sandbox campaign 1	1.20	1178	52	4.41	20340000	390000	2.33	med-lib.ru
2021-01-21	Test API Sandbox campaign 1	1.00	213	13	6.10	4320000	330000	1.25	medprom.ru
2021-01-21	Test API Sandbox campaign 1	1.16	466	42	9.01	20850000	500000	2.34	medprom.ru
2021-01-21	Test API Sandbox campaign 1	1.22	1360	102	7.50	45510000	450000	2.49	moikrug-main
2021-01-21	Test API Sandbox campaign 1	1.20	1270	132	10.39	86950000	660000	2.43	moikrug-topics
2021-01-21	Test API Sandbox campaign 1	1.10	334	26	7.78	22370000	860000	2.82	moikrug-topics
2021-01-21	Test API Sandbox campaign 1	1.14	894	77	8.61	34830000	450000	1.82	money-a-ya
2021-01-21	Test API Sandbox campaign 1	1.21	74	26	35.14	17540000	670000	3.45	money-a-ya
2021-01-21	Test API Sandbox campaign 1	1.08	2022	94	4.65	36860000	390000	4.15	money-p2p
2021-01-21	Test API Sandbox campaign 1	1.18	492	30	6.10	21860000	730000	2.50	money-p2p
2021-01-21	Test API Sandbox campaign 1	1.22	270	117	43.33	29750000	250000	1.00	money-prepaid
2021-01-21	Test API Sandbox campaign 1	1.21	2487	159	6.39	61400000	390000	1.53	money-prepaid
2021-01-21	Test API Sandbox campaign 1	1.20	91	42	46.15	32030000	760000	1.33	money-success-win
2021-01-21	Test API Sandbox campaign 1	1.17	587	50	8.52	50590000	1010000	1.98	money-success-win
2021-01-21	Test API Sandbox campaign 1	1.13	1182	37	3.13	30000000	810000	2.87	money-success
2021-01-21	Test API Sandbox campaign 1	1.20	101	13	12.87	13090000	1010000	2.82	money-success
2021-01-21	Test API Sandbox campaign 1	1.20	717	83	11.58	24660000	300000	4.77	money.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.18	606	142	23.43	40170000	280000	4.16	news-main
2021-01-21	Test API Sandbox campaign 1	1.21	1203	63	5.24	29870000	470000	1.85	news-search
2021-01-21	Test API Sandbox campaign 1	1.20	261	27	10.34	8900000	330000	3.17	news-search
2021-01-21	Test API Sandbox campaign 1	1.20	205	27	13.17	21860000	810000	3.43	news.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.16	361	57	15.79	52250000	920000	1.64	news.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.19	704	98	13.92	85930000	880000	3.79	nigma.livestream.ru
2021-01-21	Test API Sandbox campaign 1	1.18	1002	30	2.99	34320000	1140000	4.69	nigma.livestream.ru
2021-01-21	Test API Sandbox campaign 1	1.18	90	30	33.33	11440000	380000	5.00	palmq.ru
2021-01-21	Test API Sandbox campaign 1	1.12	1694	80	4.72	45760000	570000	1.16	palmq.ru
2021-01-21	Test API Sandbox campaign 1	1.23	1150	82	7.13	28470000	350000	2.00	pda-blogs
2021-01-21	Test API Sandbox campaign 1	1.17	561	123	21.93	116690000	950000	3.78	pda-fotki
2021-01-21	Test API Sandbox campaign 1	1.19	1227	216	17.60	167800000	780000	2.55	pda-fotki
2021-01-21	Test API Sandbox campaign 1	1.20	192	72	37.50	30000000	420000	2.29	pda1.ru
2021-01-21	Test API Sandbox campaign 1	1.12	1250	88	7.04	69150000	790000	2.67	pda1.ru
2021-01-21	Test API Sandbox campaign 1	1.17	199	32	16.08	36360000	1140000	4.96	play-other
2021-01-21	Test API Sandbox campaign 1	1.20	484	97	20.04	49320000	510000	2.55	play-other
2021-01-21	Test API Sandbox campaign 1	1.18	565	126	22.30	35470000	280000	2.14	povodok.ru
2021-01-21	Test API Sandbox campaign 1	1.22	25	13	52.00	3310000	250000	2.00	povodok.ru
2021-01-21	Test API Sandbox campaign 1	1.19	269	30	11.15	24410000	810000	2.00	povodok.ru
2021-01-21	Test API Sandbox campaign 1	1.21	954	36	3.77	14490000	400000	3.40	povodok.ru
2021-01-21	Test API Sandbox campaign 1	1.19	494	70	14.17	61270000	880000	3.66	product.ru
2021-01-21	Test API Sandbox campaign 1	1.15	193	18	9.33	13730000	760000	3.69	product.ru
2021-01-21	Test API Sandbox campaign 1	1.09	212	25	11.79	15250000	610000	2.24	product.ru
2021-01-21	Test API Sandbox campaign 1	1.17	122	17	13.93	18560000	1090000	4.80	product.ru
2021-01-21	Test API Sandbox campaign 1	1.00	72	2	2.78	1780000	890000	2.00	sarafan.ru
2021-01-21	Test API Sandbox campaign 1	1.22	427	85	19.91	70170000	830000	4.20	sarafan.ru
2021-01-21	Test API Sandbox campaign 1	1.17	766	40	5.22	10170000	250000	4.49	search.3dnews.ru
2021-01-21	Test API Sandbox campaign 1	1.14	341	8	2.35	5340000	670000	2.67	search.3dnews.ru
2021-01-21	Test API Sandbox campaign 1	1.17	144	48	33.33	36610000	760000	4.00	search.74mail.ru
2021-01-21	Test API Sandbox campaign 1	1.19	332	42	12.65	13470000	320000	1.26	search.74mail.ru
2021-01-21	Test API Sandbox campaign 1	1.19	293	38	12.97	11690000	310000	3.45	search.74mail.ru
2021-01-21	Test API Sandbox campaign 1	1.21	252	25	9.92	19700000	790000	3.24	search.74mail.ru
2021-01-21	Test API Sandbox campaign 1	1.17	848	123	14.50	35850000	290000	1.79	search.bigmir.net
2021-01-21	Test API Sandbox campaign 1	1.21	969	78	8.05	61020000	780000	5.00	search.tut.by
2021-01-21	Test API Sandbox campaign 1	1.20	178	14	7.87	5340000	380000	3.00	search.tut.by
2021-01-21	Test API Sandbox campaign 1	1.08	695	47	6.76	34190000	730000	2.77	slider-beta
2021-01-21	Test API Sandbox campaign 1	1.15	150	17	11.33	10040000	590000	3.40	slider-beta
2021-01-21	Test API Sandbox campaign 1	1.18	731	79	10.81	68140000	860000	4.61	sotaland.ru
2021-01-21	Test API Sandbox campaign 1	1.00	29	3	10.34	760000	250000	4.00	sotaland.ru
2021-01-21	Test API Sandbox campaign 1	1.25	436	10	2.29	7630000	760000	4.00	tel.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.14	1214	84	6.92	51860000	620000	2.82	tel.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.24	367	101	27.52	48810000	480000	3.90	telegraf.by
2021-01-21	Test API Sandbox campaign 1	1.08	765	48	6.27	33560000	700000	4.31	test.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.17	45	8	17.78	9150000	1140000	5.00	test.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.18	113	15	13.27	6480000	430000	3.08	test.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.21	917	62	6.76	30760000	500000	3.65	test.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.11	677	42	6.20	30130000	720000	4.39	test3.yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.09	415	27	6.51	12200000	450000	1.95	topping.com.ua
2021-01-21	Test API Sandbox campaign 1	1.15	741	72	9.72	64580000	900000	3.15	video-upload
2021-01-21	Test API Sandbox campaign 1	1.20	233	7	3.00	1780000	250000	1.00	video-upload
2021-01-21	Test API Sandbox campaign 1	1.13	685	46	6.72	11690000	250000	4.44	weather-main
2021-01-21	Test API Sandbox campaign 1	1.22	54	26	48.15	23140000	890000	5.00	webmaster-addurl
2021-01-21	Test API Sandbox campaign 1	1.21	1382	64	4.63	17800000	280000	3.74	webmaster-addurl
2021-01-21	Test API Sandbox campaign 1	1.18	2886	108	3.74	56440000	520000	4.15	www.nigma.ru
2021-01-21	Test API Sandbox campaign 1	1.16	2730	228	8.35	57970000	250000	3.94	yandex-2009-main
2021-01-21	Test API Sandbox campaign 1	1.18	1123	99	8.82	40420000	410000	4.76	yandex-2009-others
2021-01-21	Test API Sandbox campaign 1	1.22	591	109	18.44	57460000	530000	3.77	yandex-search-test
2021-01-21	Test API Sandbox campaign 1	1.20	320	12	3.75	9150000	760000	3.00	yandex-ua-main
2021-01-21	Test API Sandbox campaign 1	1.10	868	12	1.38	9660000	810000	4.27	yandex-ua-main
2021-01-21	Test API Sandbox campaign 1	1.15	585	70	11.97	43730000	620000	3.06	yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.20	223	20	8.97	9660000	480000	1.94	yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.22	1000	44	4.40	11190000	250000	1.00	yandex.ru
2021-01-21	Test API Sandbox campaign 1	1.17	622	96	15.43	51360000	530000	2.56	yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.00	440	30	6.82	26690000	890000	4.00	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.19	9420	630	6.69	503390000	800000	4.72	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.22	2636	154	5.84	91270000	590000	1.94	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.00	454	2	0.44	1530000	760000	5.00	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.20	70	28	40.00	17800000	640000	1.00	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.14	1169	55	4.70	47920000	870000	4.05	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.16	540	136	25.19	49830000	370000	3.18	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.19	812	56	6.90	17290000	310000	4.13	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.17	1492	74	4.96	38390000	520000	3.75	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.20	83	27	32.53	12580000	470000	3.13	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.14	1176	52	4.42	41190000	790000	3.00	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.12	388	21	5.41	10680000	510000	3.62	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.16	336	43	12.80	17030000	400000	2.87	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.19	151	58	38.41	36100000	620000	2.28	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.21	512	55	10.74	49700000	900000	5.00	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.00	44	3	6.82	2670000	890000	5.00	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.20	345	84	24.35	27460000	330000	3.42	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.11	500	46	9.20	46020000	1000000	3.38	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.14	256	78	30.47	22120000	280000	2.46	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.20	615	111	18.05	32800000	300000	3.37	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.20	66	28	42.42	21360000	760000	3.00	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.18	406	98	24.14	62030000	630000	1.66	yandex.ru (главная страница)
2021-01-22	Test API Sandbox campaign 1	1.14	656	124	18.90	106780000	860000	2.00	Я.Каталог
2021-01-22	Test API Sandbox campaign 1	1.17	350	32	9.14	18810000	590000	3.00	Я.Каталог
2021-01-22	Test API Sandbox campaign 1	1.21	790	108	13.67	102200000	950000	4.00	2010.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.17	215	8	3.72	3050000	380000	3.00	advertising.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.15	1311	39	2.97	16020000	410000	4.81	advertising.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.09	1680	75	4.46	61780000	820000	1.44	alexmart2.narod.ru
2021-01-22	Test API Sandbox campaign 1	1.20	1191	57	4.79	46530000	820000	4.00	alexmart2.narod.ru
2021-01-22	Test API Sandbox campaign 1	1.19	208	58	27.88	42970000	740000	4.04	alexmart2.narod.ru
2021-01-22	Test API Sandbox campaign 1	1.16	466	98	21.03	43220000	440000	3.13	alexmart2.narod.ru
2021-01-22	Test API Sandbox campaign 1	1.07	1708	102	5.97	83140000	820000	2.37	all.by
2021-01-22	Test API Sandbox campaign 1	1.22	506	22	4.35	8140000	370000	3.56	aportru-search
2021-01-22	Test API Sandbox campaign 1	1.21	1820	142	7.80	45760000	320000	3.95	aportru-search
2021-01-22	Test API Sandbox campaign 1	1.13	306	53	17.32	45760000	860000	3.86	asdasd
2021-01-22	Test API Sandbox campaign 1	1.00	215	3	1.40	3050000	1020000	2.00	asdasd
2021-01-22	Test API Sandbox campaign 1	1.17	655	47	7.18	23390000	500000	3.85	auto-brands
2021-01-22	Test API Sandbox campaign 1	--	44	0	0.00	0	--	--	auto-brands
2021-01-22	Test API Sandbox campaign 1	1.00	286	10	3.50	5850000	580000	3.67	auto.ru
2021-01-22	Test API Sandbox campaign 1	1.20	138	21	15.22	17420000	830000	2.56	auto.ru
2021-01-22	Test API Sandbox campaign 1	1.18	1183	85	7.19	21610000	250000	3.09	autobiznes.ru
2021-01-22	Test API Sandbox campaign 1	1.20	1662	140	8.42	71190000	510000	4.10	bankir.ru
2021-01-22	Test API Sandbox campaign 1	1.19	1896	186	9.81	147970000	800000	3.00	bankir.ru
2021-01-22	Test API Sandbox campaign 1	1.19	2454	270	11.00	214830000	800000	4.60	bar.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.15	1173	180	15.35	54920000	310000	4.02	bibika.ru
2021-01-22	Test API Sandbox campaign 1	1.23	140	17	12.14	4320000	250000	4.14	bibika.ru
2021-01-22	Test API Sandbox campaign 1	1.17	857	65	7.58	46530000	720000	1.63	bibika.ru
2021-01-22	Test API Sandbox campaign 1	1.19	799	117	14.64	79320000	680000	3.34	business.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.17	668	63	9.43	16020000	250000	2.29	cooking.ru
2021-01-22	Test API Sandbox campaign 1	1.25	27	11	40.74	4190000	380000	4.00	dict-main
2021-01-22	Test API Sandbox campaign 1	1.16	1305	75	5.75	26690000	360000	4.14	dict-main
2021-01-22	Test API Sandbox campaign 1	1.08	430	28	6.51	9410000	340000	4.60	direct-campaigns
2021-01-22	Test API Sandbox campaign 1	1.14	306	18	5.88	16020000	890000	2.00	direct-campaigns
2021-01-22	Test API Sandbox campaign 1	1.22	796	39	4.90	20340000	520000	2.94	direct-phrase-pick
2021-01-22	Test API Sandbox campaign 1	1.20	198	29	14.65	9410000	320000	3.12	direct-phrase-pick
2021-01-22	Test API Sandbox campaign 1	1.23	801	56	6.99	14240000	250000	2.43	direct-rank-rambler
2021-01-22	Test API Sandbox campaign 1	1.22	98	38	38.78	40170000	1060000	3.38	direct-rank-rambler
2021-01-22	Test API Sandbox campaign 1	1.14	88	20	22.73	15250000	760000	2.00	direct-rank
2021-01-22	Test API Sandbox campaign 1	1.21	1228	75	6.11	31270000	420000	3.63	direct-rank
2021-01-22	Test API Sandbox campaign 1	1.14	132	30	22.73	31780000	1060000	3.67	direct-rank2
2021-01-22	Test API Sandbox campaign 1	1.20	723	46	6.36	23140000	500000	3.95	direct-rank2
2021-01-22	Test API Sandbox campaign 1	1.20	1734	110	6.34	60510000	550000	3.43	direct-rank3
2021-01-22	Test API Sandbox campaign 1	1.15	156	34	21.79	9660000	280000	1.29	direct.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.17	784	128	16.33	73220000	570000	3.92	direct.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.00	27	2	7.41	510000	250000	1.00	ertertert.test.ru
2021-01-22	Test API Sandbox campaign 1	1.21	449	90	20.04	52120000	580000	4.32	ertertert.test.ru
2021-01-22	Test API Sandbox campaign 1	1.19	2978	132	4.43	63310000	480000	4.00	euro-main
2021-01-22	Test API Sandbox campaign 1	1.21	797	57	7.15	54530000	960000	2.38	euro-photos
2021-01-22	Test API Sandbox campaign 1	1.14	1596	36	2.26	9150000	250000	2.00	forexpf.ru
2021-01-22	Test API Sandbox campaign 1	1.15	267	18	6.74	14240000	790000	3.40	freq-state
2021-01-22	Test API Sandbox campaign 1	1.14	926	32	3.46	28470000	890000	2.92	freq-state
2021-01-22	Test API Sandbox campaign 1	1.14	408	93	22.79	47290000	510000	3.93	ghjghjg
2021-01-22	Test API Sandbox campaign 1	1.24	665	41	6.17	26440000	640000	3.06	goon.ru
2021-01-22	Test API Sandbox campaign 1	1.17	187	16	8.56	7630000	480000	1.00	goon.ru
2021-01-22	Test API Sandbox campaign 1	1.17	1304	64	4.91	28980000	450000	3.36	goon.ru
2021-01-22	Test API Sandbox campaign 1	1.20	35	7	20.00	4450000	640000	5.00	goon.ru
2021-01-22	Test API Sandbox campaign 1	1.21	372	27	7.26	12200000	450000	2.52	goroda-main
2021-01-22	Test API Sandbox campaign 1	1.19	404	54	13.37	21860000	400000	1.95	goroda-main
2021-01-22	Test API Sandbox campaign 1	1.17	726	80	11.02	73220000	920000	2.20	hi-fi.ru
2021-01-22	Test API Sandbox campaign 1	1.22	104	12	11.54	3050000	250000	5.00	holodilnik.info
2021-01-22	Test API Sandbox campaign 1	1.18	948	116	12.24	32800000	280000	3.98	holodilnik.info
2021-01-22	Test API Sandbox campaign 1	1.14	41	10	24.39	8900000	890000	4.00	images.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.14	728	34	4.67	22370000	660000	2.40	images.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.21	325	72	22.15	40170000	560000	3.03	irr.ru
2021-01-22	Test API Sandbox campaign 1	1.18	59	32	54.24	14240000	440000	2.50	irr.ru
2021-01-22	Test API Sandbox campaign 1	1.13	900	170	18.89	48310000	280000	4.58	itnews.com.ua
2021-01-22	Test API Sandbox campaign 1	1.12	384	46	11.98	34830000	760000	1.32	klerk.ru
2021-01-22	Test API Sandbox campaign 1	1.00	540	4	0.74	3560000	890000	3.00	lego
2021-01-22	Test API Sandbox campaign 1	1.00	1756	36	2.05	18560000	520000	3.18	lego
2021-01-22	Test API Sandbox campaign 1	1.20	716	91	12.71	40040000	440000	2.92	lita.ru
2021-01-22	Test API Sandbox campaign 1	1.18	203	15	7.39	3810000	250000	5.00	lita.ru
2021-01-22	Test API Sandbox campaign 1	1.00	39	2	5.13	1270000	640000	4.00	luzhok.ru
2021-01-22	Test API Sandbox campaign 1	1.07	780	34	4.36	21610000	640000	4.04	luzhok.ru
2021-01-22	Test API Sandbox campaign 1	1.23	534	83	15.54	73090000	880000	3.50	luzhok.ru
2021-01-22	Test API Sandbox campaign 1	1.22	858	89	10.37	101820000	1140000	3.72	m.images.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.14	234	36	15.38	9150000	250000	2.34	m.pogoda.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.15	343	16	4.66	7250000	450000	1.38	m.pogoda.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.14	202	9	4.46	6860000	760000	4.00	maps-beta
2021-01-22	Test API Sandbox campaign 1	1.14	546	54	9.89	32800000	610000	2.93	maps-beta
2021-01-22	Test API Sandbox campaign 1	1.16	544	47	8.64	22250000	470000	4.09	maps-others
2021-01-22	Test API Sandbox campaign 1	1.18	33	16	48.48	6100000	380000	2.00	maps-others
2021-01-22	Test API Sandbox campaign 1	1.17	456	72	15.79	37750000	520000	2.10	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.13	2241	147	6.56	129280000	880000	1.00	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.14	324	18	5.56	6860000	380000	1.00	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.20	760	84	11.05	49830000	590000	2.33	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.17	359	16	4.46	4070000	250000	4.85	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.11	466	20	4.29	20080000	1000000	1.60	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.22	550	26	4.73	19830000	760000	2.00	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.14	739	28	3.79	31140000	1110000	4.92	maps.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.18	372	80	21.51	40170000	500000	3.60	market-category-models
2021-01-22	Test API Sandbox campaign 1	1.09	236	12	5.08	6860000	570000	2.56	market-category-models
2021-01-22	Test API Sandbox campaign 1	1.21	628	26	4.14	19070000	730000	4.00	med-lib.ru
2021-01-22	Test API Sandbox campaign 1	1.20	253	97	38.34	60130000	620000	3.64	med-lib.ru
2021-01-22	Test API Sandbox campaign 1	1.19	838	74	8.83	24150000	330000	1.67	med-lib.ru
2021-01-22	Test API Sandbox campaign 1	1.11	2290	124	5.41	120510000	970000	4.40	money-a-ya
2021-01-22	Test API Sandbox campaign 1	1.00	424	4	0.94	2030000	510000	3.00	money-cards
2021-01-22	Test API Sandbox campaign 1	1.17	844	68	8.06	44490000	650000	3.39	money-cards
2021-01-22	Test API Sandbox campaign 1	1.00	1188	8	0.67	6100000	760000	1.00	money-p2p
2021-01-22	Test API Sandbox campaign 1	1.23	1252	168	13.42	79320000	470000	2.20	money-p2p
2021-01-22	Test API Sandbox campaign 1	1.14	88	8	9.09	4830000	600000	4.71	news-category
2021-01-22	Test API Sandbox campaign 1	1.23	991	46	4.64	47670000	1040000	2.66	news-category
2021-01-22	Test API Sandbox campaign 1	1.20	1023	68	6.65	63810000	940000	2.60	news-main
2021-01-22	Test API Sandbox campaign 1	1.17	264	32	12.12	14240000	440000	3.46	nigma.livestream.ru
2021-01-22	Test API Sandbox campaign 1	1.19	1328	116	8.73	103220000	890000	3.44	nigma.livestream.ru
2021-01-22	Test API Sandbox campaign 1	1.18	734	105	14.31	64450000	610000	1.41	old.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.00	43	2	4.65	1270000	640000	5.00	online.ua
2021-01-22	Test API Sandbox campaign 1	1.19	1136	78	6.87	38140000	490000	2.60	online.ua
2021-01-22	Test API Sandbox campaign 1	1.20	485	84	17.32	41690000	500000	2.39	order-state
2021-01-22	Test API Sandbox campaign 1	1.16	238	36	15.13	17290000	480000	2.90	order-state
2021-01-22	Test API Sandbox campaign 1	1.19	680	148	21.76	55930000	380000	1.83	oren.ru
2021-01-22	Test API Sandbox campaign 1	1.20	1498	130	8.68	58220000	450000	3.96	palmq.ru
2021-01-22	Test API Sandbox campaign 1	1.20	1968	142	7.22	133470000	940000	3.48	partner.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.18	1149	45	3.92	24790000	550000	2.62	pda-fotki
2021-01-22	Test API Sandbox campaign 1	1.20	1515	249	16.44	130420000	520000	1.96	pda-fotki
2021-01-22	Test API Sandbox campaign 1	1.21	158	37	23.42	10930000	300000	2.07	pda-maps-metro
2021-01-22	Test API Sandbox campaign 1	1.22	821	63	7.67	70300000	1120000	2.74	pda-maps-metro
2021-01-22	Test API Sandbox campaign 1	1.16	529	50	9.45	18560000	370000	1.32	pda-market
2021-01-22	Test API Sandbox campaign 1	1.20	544	59	10.85	43600000	740000	3.35	pda-market
2021-01-22	Test API Sandbox campaign 1	1.17	138	16	11.59	4070000	250000	1.00	pda1.ru
2021-01-22	Test API Sandbox campaign 1	1.17	883	37	4.19	39790000	1080000	2.55	pda1.ru
2021-01-22	Test API Sandbox campaign 1	1.21	846	139	16.43	66860000	480000	2.45	povodok.ru
2021-01-22	Test API Sandbox campaign 1	1.18	608	142	23.36	45000000	320000	3.90	product.ru
2021-01-22	Test API Sandbox campaign 1	1.19	850	58	6.82	23390000	400000	4.92	product.ru
2021-01-22	Test API Sandbox campaign 1	1.21	125	40	32.00	24410000	610000	1.59	product.ru
2021-01-22	Test API Sandbox campaign 1	1.17	790	29	3.67	29870000	1030000	3.80	product.ru
2021-01-22	Test API Sandbox campaign 1	1.11	777	55	7.08	45130000	820000	2.23	rasp.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.19	1696	117	6.90	80340000	690000	3.51	rasp.yandex.ru
2021-01-22	Test API Sandbox campaign 1	--	35	0	0.00	0	--	--	rasp.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.00	903	34	3.77	25930000	760000	3.56	referer-info
2021-01-22	Test API Sandbox campaign 1	1.00	139	1	0.72	1020000	1020000	4.00	referer-info
2021-01-22	Test API Sandbox campaign 1	1.14	163	10	6.13	10170000	1020000	2.00	salon.su
2021-01-22	Test API Sandbox campaign 1	1.19	1425	63	4.42	40420000	640000	3.35	salon.su
2021-01-22	Test API Sandbox campaign 1	1.18	228	70	30.70	58220000	830000	2.15	salon.su
2021-01-22	Test API Sandbox campaign 1	1.17	178	39	21.91	9920000	250000	2.24	salon.su
2021-01-22	Test API Sandbox campaign 1	1.17	1510	32	2.12	28470000	890000	4.00	sarafan.ru
2021-01-22	Test API Sandbox campaign 1	1.20	154	12	7.79	4580000	380000	5.00	sarafan.ru
2021-01-22	Test API Sandbox campaign 1	1.19	225	87	38.67	57580000	660000	2.79	search.3dnews.ru
2021-01-22	Test API Sandbox campaign 1	1.19	122	42	34.43	48050000	1140000	2.78	search.3dnews.ru
2021-01-22	Test API Sandbox campaign 1	1.21	1146	100	8.73	113900000	1140000	2.00	search.74mail.ru
2021-01-22	Test API Sandbox campaign 1	1.20	66	12	18.18	7630000	640000	5.00	search.74mail.ru
2021-01-22	Test API Sandbox campaign 1	1.20	1283	78	6.08	22120000	280000	4.79	search.74mail.ru
2021-01-22	Test API Sandbox campaign 1	1.14	1312	54	4.12	20590000	380000	3.50	search.bigmir.net
2021-01-22	Test API Sandbox campaign 1	1.17	1006	104	10.34	40170000	390000	2.21	search.tut.by
2021-01-22	Test API Sandbox campaign 1	1.17	941	70	7.44	41190000	590000	1.46	sota1.ru
2021-01-22	Test API Sandbox campaign 1	1.18	42	15	35.71	3810000	250000	4.00	sota1.ru
2021-01-22	Test API Sandbox campaign 1	1.23	182	43	23.63	23520000	550000	4.25	sotaland.ru
2021-01-22	Test API Sandbox campaign 1	1.19	582	59	10.14	15000000	250000	1.69	sotaland.ru
2021-01-22	Test API Sandbox campaign 1	1.13	2940	116	3.95	47800000	410000	2.75	tamognia.ru
2021-01-22	Test API Sandbox campaign 1	1.18	1443	97	6.72	41820000	430000	3.83	tel.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.17	1662	50	3.01	17800000	360000	2.37	telegraf.by
2021-01-22	Test API Sandbox campaign 1	1.22	108	13	12.04	3310000	250000	2.00	telegraf.by
2021-01-22	Test API Sandbox campaign 1	1.17	214	64	29.91	45760000	720000	2.78	test.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.17	1898	76	4.00	23900000	310000	4.55	test.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.15	140	34	24.29	27970000	820000	2.07	test3.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.18	769	78	10.14	21480000	280000	3.59	test3.yandex.ru
2021-01-22	Test API Sandbox campaign 1	1.22	1021	123	12.05	67880000	550000	3.13	topping.com.ua
2021-01-22	Test API Sandbox campaign 1	1.12	1374	138	10.04	53390000	390000	2.50	travel.ru
2021-01-22	Test API Sandbox campaign 1	1.09	1006	92	9.15	82880000	900000	4.00	tv-main
2021-01-22	Test API Sandbox campaign 1	1.11	188	20	10.64	14240000	710000	3.75	tv-main
2021-01-22	Test API Sandbox campaign 1	1.17	322	14	4.35	4070000	290000	3.40	vashdom.ru
2021-01-22	Test API Sandbox campaign 1	1.24	666	184	27.63	164750000	900000	2.66	vashdom.ru
